Date,SP
2010-09-29,30.30576366585555
2010-09-30,30.224384920741965
2010-10-01,30.381154578916437
2010-10-04,30.13669792301289
2010-10-05,30.760586889146882
2010-10-06,30.803989128685828
2010-10-07,30.76134169845933
2010-10-08,30.957722435433677
2010-10-11,30.93045524277942
2010-10-12,31.034439545272683
2010-10-13,31.266052598926176
2010-10-14,31.182927115527153
2010-10-15,31.143642067725555
2010-10-18,31.37950149084582
2010-10-19,30.889253444050336
2010-10-20,31.217314067941473
2010-10-21,31.272839930806114
2010-10-22,31.350434497299617
2010-10-25,31.43663672789417
2010-10-26,31.456387064336656
2010-10-27,31.36786469873509
2010-10-28,31.398199187362025
2010-10-29,32.09229018775397
2010-11-01,32.10455077650884
2010-11-02,32.34996042433887
2010-11-03,32.451299490827374
2010-11-04,33.10758097469948
2010-11-05,33.28779274995946
2010-11-08,33.22555013876757
2010-11-09,33.04332283390364
2010-11-10,33.19256141372163
2010-11-11,33.12470745923729
2010-11-12,32.76639567180098
2010-11-15,32.716828444874494
2010-11-16,32.18348143058061
2010-11-17,32.22567201959776
2010-11-18,32.74706090522243
2010-11-19,32.84329941310157
2010-11-22,32.75234921701784
2010-11-23,32.237615722361845
2010-11-24,32.72679139547743
2010-11-26,32.441255884302926
2010-11-29,32.45683989693448
2010-11-30,32.51474104591832
2010-12-01,33.24793470894127
2010-12-02,33.6501561461481
2010-12-03,33.778918287083755
2010-12-06,33.756277417331944
2010-12-07,33.76322310210499
2010-12-08,33.85931857695386
2010-12-09,33.95336976969283
2010-12-10,34.185846579946094
2010-12-13,34.226715853304476
2010-12-14,34.21563802005882
2010-12-15,34.030360915654015
2010-12-16,34.22515563688022
2010-12-17,34.237024991454646
2010-12-20,34.33378152785477
2010-12-21,34.54520949348569
2010-12-22,34.688394567783156
2010-12-23,34.649471378486744
2010-12-27,34.65322282550522
2010-12-28,34.689275074538926
2010-12-29,34.745022537174066
2010-12-30,34.687826342554864
2010-12-31,34.884584056376
2011-01-03,35.26857433377933
2011-01-04,35.19245040241509
2011-01-05,35.396163094347166
2011-01-06,35.24106142777147
2011-01-07,35.23624096147539
2011-01-10,35.17421033084778
2011-01-11,35.3191736922009
2011-01-12,35.6259312330029
2011-01-13,35.570413505704956
2011-01-14,35.84933301955542
2011-01-18,35.922793489552966
2011-01-19,35.54620333534955
2011-01-20,35.508303165646474
2011-01-21,35.70895216123015
2011-01-24,35.8924762054316
2011-01-25,35.84209081254487
2011-01-26,35.96755101712086
2011-01-27,36.151466908566604
2011-01-28,35.54917058856278
2011-01-31,36.10772768328208
2011-02-01,36.75321418990641
2011-02-02,36.68206764621341
2011-02-03,36.69673152794553
2011-02-04,36.77552357920259
2011-02-07,36.96765775042096
2011-02-08,37.196996001998215
2011-02-09,37.014139617355724
2011-02-10,37.16421700680108
2011-02-11,37.34874566103386
2011-02-14,37.45903545606892
2011-02-15,37.37389875655239
2011-02-16,37.619108542309746
2011-02-17,37.72257792363785
2011-02-18,37.8331774247969
2011-02-22,37.096284858577754
2011-02-23,36.88165962546535
2011-02-24,36.91063092161717
2011-02-25,37.30611443771777
2011-02-28,37.710846663130944
2011-03-01,37.07341790450658
2011-03-02,37.104854941615166
2011-03-03,37.7723548805318
2011-03-04,37.52126673471347
2011-03-07,37.209164958435196
2011-03-08,37.52252556565857
2011-03-09,37.47747191021822
2011-03-10,36.6792506446856
2011-03-11,36.92896934885978
2011-03-14,36.77618846257538
2011-03-15,36.390439281448195
2011-03-16,35.649242717575966
2011-03-17,36.2041356611098
2011-03-18,36.31858428080533
2011-03-21,36.92427853353669
2011-03-22,36.77529985247269
2011-03-23,36.87545539259255
2011-03-24,37.23711119774589
2011-03-25,37.40026391748093
2011-03-28,37.28590901869788
2011-03-29,37.65953901093058
2011-03-30,37.93473177982412
2011-03-31,38.11671850588593
2011-04-01,38.33733338197424
2011-04-04,38.36243469272017
2011-04-05,38.34758840637059
2011-04-06,38.36193350734572
2011-04-07,38.326925877127735
2011-04-08,38.24479003223868
2011-04-11,38.09986167568532
2011-04-12,37.647341073509985
2011-04-13,37.715222770578414
2011-04-14,37.75972297540915
2011-04-15,37.9306815614054
2011-04-18,37.54405386257093
2011-04-19,37.79173940897001
2011-04-20,38.31865592971047
2011-04-21,38.54010740212538
2011-04-25,38.43786305949203
2011-04-26,38.79863141799662
2011-04-27,38.95819364021395
2011-04-28,39.13749271006407
2011-04-29,39.655945876148365
2011-05-02,39.5730468584889
2011-05-03,39.33408188329994
2011-05-04,38.961605247059246
2011-05-05,38.55427905605581
2011-05-06,38.66440455453113
2011-05-09,38.914733013522294
2011-05-10,39.18480102864453
2011-05-11,38.68448182104115
2011-05-12,38.89435997234729
2011-05-13,38.59626943118016
2011-05-16,38.336337441309055
2011-05-17,38.24867050010277
2011-05-18,38.705274547554374
2011-05-19,38.77678681306037
2011-05-20,38.5174984092989
2011-05-23,38.03076474602191
2011-05-24,38.034730999541544
2011-05-25,38.186190017945236
2011-05-26,38.32776110914857
2011-05-27,38.48403585546724
2011-05-31,38.63638856750471
2011-06-01,37.75049841258939
2011-06-02,37.74393719502256
2011-06-03,37.49443282386252
2011-06-06,37.021537587394384
2011-06-07,37.0538899485187
2011-06-08,36.96488827916372
2011-06-09,37.279172367268245
2011-06-10,36.75047209447032
2011-06-13,36.64776426338064
2011-06-14,37.109671053153484
2011-06-15,36.52198330208415
2011-06-16,36.592679583280116
2011-06-17,36.60480968636412
2011-06-20,36.83168702395974
2011-06-21,37.331505789257
2011-06-22,37.04892205403762
2011-06-23,36.8959952575583
2011-06-24,36.44051538574177
2011-06-27,36.76493380330003
2011-06-28,37.29880710350947
2011-06-29,37.60169808299789
2011-06-30,38.24396160125989
2011-07-01,38.80911298940421
2011-07-05,38.750388589897725
2011-07-06,38.91104634495042
2011-07-07,39.31093864184829
2011-07-08,39.01654388642915
2011-07-11,38.32043700343663
2011-07-12,38.10146041095336
2011-07-13,38.29222744785319
2011-07-14,38.06134180451626
2011-07-15,38.335308831212856
2011-07-18,38.004420343670546
2011-07-19,38.67800794316298
2011-07-20,38.624270381007804
2011-07-21,39.16863671022785
2011-07-22,39.1839583320335
2011-07-25,38.96514838189889
2011-07-26,38.73450458360773
2011-07-27,37.930659771808614
2011-07-28,37.82508668185513
2011-07-29,37.75709782375154
2011-08-01,37.66201267436509
2011-08-02,36.66130201305532
2011-08-03,36.81869073956474
2011-08-04,34.98186089838354
2011-08-05,35.098893121611034
2011-08-08,32.832197629787814
2011-08-09,34.25008646843385
2011-08-10,32.747004484511876
2011-08-11,34.13145815157678
2011-08-12,34.38602990805996
2011-08-15,35.16399524683396
2011-08-16,34.74243447560984
2011-08-17,34.78485369156627
2011-08-18,33.217074178888964
2011-08-19,32.68718459507294
2011-08-22,32.629414281947874
2011-08-23,33.84657498911559
2011-08-24,34.228331357283736
2011-08-25,33.70123441870989
2011-08-26,34.30432782996382
2011-08-29,35.201329687927036
2011-08-30,35.33006193643831
2011-08-31,35.0543968379067
2011-09-01,34.72749794217926
2011-09-02,33.93043546034383
2011-09-06,33.62576476706472
2011-09-07,34.52593949459384
2011-09-08,34.15697698563896
2011-09-09,33.21087775519915
2011-09-12,33.476615376501286
2011-09-13,33.68803783177499
2011-09-14,34.16143197497943
2011-09-15,34.72756751541994
2011-09-16,34.91893551596266
2011-09-19,34.670232711887536
2011-09-20,34.56036980950568
2011-09-21,33.5634135180961
2011-09-22,32.45033390236745
2011-09-23,32.616171928795126
2011-09-26,33.36941764674494
2011-09-27,33.792869751884155
2011-09-28,33.12542530081028
2011-09-29,33.32628201185759
2011-09-30,32.57457440818557
2011-10-03,31.722491596358946
2011-10-04,32.296382665832745
2011-10-05,32.80882290007084
2011-10-06,33.474596301092575
2011-10-07,33.255344670667206
2011-10-10,34.356114449715285
2011-10-11,34.27758165610778
2011-10-12,34.572707221311724
2011-10-13,34.47890019783865
2011-10-14,35.08338946089445
2011-10-17,34.43231812214586
2011-10-18,35.04091612038554
2011-10-19,34.586976762965485
2011-10-20,34.77790890457308
2011-10-21,35.491410596414056
2011-10-24,35.923744173500516
2011-10-25,35.263062571969186
2011-10-26,35.65372501299401
2011-10-27,36.88167804991382
2011-10-28,36.85438920179183
2011-10-31,36.10428317593674
2011-11-01,35.10667352179746
2011-11-02,35.67429083777186
2011-11-03,36.30089319322454
2011-11-04,36.15679111026374
2011-11-07,36.36711884378552
2011-11-08,36.83815838129621
2011-11-09,35.59101870099113
2011-11-10,35.890367942928485
2011-11-11,36.58160902935891
2011-11-14,36.23366750504247
2011-11-15,36.46181152914943
2011-11-16,35.87545365708305
2011-11-17,35.228328643142156
2011-11-18,35.16300734064705
2011-11-21,34.48281517653795
2011-11-22,34.35509533936487
2011-11-23,33.60337328446238
2011-11-25,33.50322813016205
2011-11-28,34.44873448549064
2011-11-29,34.54751501055751
2011-11-30,36.35645227647279
2011-12-01,36.278702596148804
2011-12-02,36.27391206162162
2011-12-05,36.612704178307744
2011-12-06,36.68577771609356
2011-12-07,36.784368857692975
2011-12-08,36.06849863585674
2011-12-09,36.67437711851623
2011-12-12,36.131600435890476
2011-12-13,35.84150033573975
2011-12-14,35.378393829424425
2011-12-15,35.49009480923404
2011-12-16,35.59632337895125
2011-12-19,35.240529282890535
2011-12-20,36.296044471305436
2011-12-21,36.33031869376057
2011-12-22,36.63152564147024
2011-12-23,36.97581247718537
2011-12-27,36.99565488515728
2011-12-28,36.54139428099891
2011-12-29,36.91868574368616
2011-12-30,36.76785656141008
2012-01-03,37.34057322305436
2012-01-04,37.355827488444845
2012-01-05,37.38795980025583
2012-01-06,37.27113902923091
2012-01-09,37.34655758399748
2012-01-10,37.621597517907794
2012-01-11,37.59099650325018
2012-01-12,37.62568295231898
2012-01-13,37.5144052781696
2012-01-17,37.69305267054357
2012-01-18,38.10227098088211
2012-01-19,38.28302863098675
2012-01-20,38.370452186669326
2012-01-23,38.378225068288934
2012-01-24,38.365477080136365
2012-01-25,38.65816662309529
2012-01-26,38.46486067526255
2012-01-27,38.37692273854908
2012-01-30,38.27658176826784
2012-01-31,38.306153751073694
2012-02-01,38.62786958230103
2012-02-02,38.62636696291405
2012-02-03,39.18735597980454
2012-02-06,39.16300247929163
2012-02-07,39.23961691755221
2012-02-08,39.30025383541764
2012-02-09,39.3201686682185
2012-02-10,39.07212295967978
2012-02-13,39.39616064657705
2012-02-14,39.38826780601913
2012-02-15,39.16854829462811
2012-02-16,39.552735612093436
2012-02-17,39.67875905311515
2012-02-21,39.74697686346927
2012-02-22,39.691275525079654
2012-02-23,39.90193689511412
2012-02-24,39.97707938745693
2012-02-27,40.00926330807259
2012-02-28,40.225015555368344
2012-02-29,40.120947998619066
2012-03-01,40.38202362766189
2012-03-02,40.291992057395994
2012-03-05,40.20074316051758
2012-03-06,39.56243683962439
2012-03-07,39.86153404382995
2012-03-08,40.21462083740886
2012-03-09,40.28586546854375
2012-03-12,40.32830857643953
2012-03-13,41.006630050403984
2012-03-14,40.936389095637885
2012-03-15,41.181364924947005
2012-03-16,41.28965428483097
2012-03-19,41.48753897776609
2012-03-20,41.29515393567837
2012-03-21,41.22300008345509
2012-03-22,40.9621678603099
2012-03-23,41.08955897721823
2012-03-26,41.68299807049396
2012-03-27,41.53866169799314
2012-03-28,41.30516515381855
2012-03-29,41.304143971836965
2012-03-30,41.50509860418653
2012-04-02,41.775214535846516
2012-04-03,41.705998330008924
2012-04-04,41.31255762348173
2012-04-05,41.30514990400879
2012-04-09,40.91184491819857
2012-04-10,40.17887868015183
2012-04-11,40.40425134155723
2012-04-12,40.98338331181572
2012-04-13,40.502435815028406
2012-04-16,40.43252978720835
2012-04-17,41.0598273725536
2012-04-18,40.90792357108629
2012-04-19,40.625177095990246
2012-04-20,40.72416878060724
2012-04-23,40.389562479949355
2012-04-24,40.51144763539663
2012-04-25,41.086176641310004
2012-04-26,41.365939269286095
2012-04-27,41.55847212978648
2012-04-30,41.62522139320409
2012-05-01,41.841940596619395
2012-05-02,41.78578287972464
2012-05-03,41.43899015261986
2012-05-04,40.79379200098052
2012-05-07,40.77665054437156
2012-05-08,40.54505404563212
2012-05-09,40.24076647240338
2012-05-10,40.22403931989273
2012-05-11,40.09790058047667
2012-05-14,39.61268954701582
2012-05-15,39.424076209833764
2012-05-16,39.349122917142374
2012-05-17,38.7304543217103
2012-05-18,38.429882386858466
2012-05-21,39.03597227445612
2012-05-22,39.06249434175953
2012-05-23,39.18390273587526
2012-05-24,39.2302331142539
2012-05-25,39.0516863721477
2012-05-29,39.487788271800994
2012-05-30,38.85927854048097
2012-05-31,38.43423938932191
2012-06-01,37.503493054642256
2012-06-04,37.50832974332956
2012-06-05,37.69589534357632
2012-06-06,38.61164701301318
2012-06-07,38.63064506905606
2012-06-08,38.91792117455096
2012-06-11,38.468161391790574
2012-06-12,38.91074734385945
2012-06-13,38.67986936621764
2012-06-14,39.08413483500918
2012-06-15,39.55010387756044
2012-06-18,41.377861636524585
2012-06-19,41.74288616347899
2012-06-20,41.63017095470673
2012-06-21,40.753504193323664
2012-06-22,41.02478506379251
2012-06-25,40.32517964274238
2012-06-26,40.51178858975667
2012-06-27,40.89237029164039
2012-06-28,40.79038055251477
2012-06-29,40.06679391446644
2012-07-02,40.15562016963092
2012-07-03,40.40741159571495
2012-07-05,40.212753626964954
2012-07-06,39.829520095140005
2012-07-09,39.75880348359902
2012-07-10,39.3889653006598
2012-07-11,39.39783417316747
2012-07-12,39.24447576026873
2012-07-13,39.85710401325108
2012-07-16,39.75070707720163
2012-07-17,40.02248333680652
2012-07-18,40.336129876619445
2012-07-19,40.547855574575465
2012-07-20,40.09608656161118
2012-07-23,39.73985913719727
2012-07-24,39.41006983828681
2012-07-25,39.35430308371834
2012-07-26,39.96493121935797
2012-07-27,40.79373585995672
2012-07-30,40.764568766851504
2012-07-31,40.286071074635004
2012-08-01,40.115932322898125
2012-08-02,39.84656673807537
2012-08-03,40.600728388761524
2012-08-06,40.63462058308056
2012-08-07,40.86758730796618
2012-08-08,40.54140077440204
2012-08-09,40.54066957105651
2012-08-10,40.64447788100895
2012-08-13,40.579039502173636
2012-08-14,40.59897543829054
2012-08-15,40.68602211835281
2012-08-16,40.97400395968492
2012-08-17,41.027788402648376
2012-08-20,40.98464923359848
2012-08-21,40.82636203655738
2012-08-22,40.834685542944115
2012-08-23,40.54826247041342
2012-08-24,40.81393190999403
2012-08-27,40.7690147961399
2012-08-28,40.73817880843787
2012-08-29,40.77353395466073
2012-08-30,40.49072954250704
2012-08-31,40.32969519506968
2012-09-04,40.2263419521289
2012-09-05,40.20005117307781
2012-09-06,40.99127330495901
2012-09-07,41.226247870646816
2012-09-10,40.99218761051479
2012-09-11,41.14027018838345
2012-09-12,41.25188436221695
2012-09-13,41.87177256728517
2012-09-14,42.03616001067205
2012-09-17,41.97743014236363
2012-09-18,41.94180704557842
2012-09-19,41.93032220576051
2012-09-20,41.92069153339491
2012-09-21,41.91908945975639
2012-09-24,41.83588747055856
2012-09-25,41.48944096484363
2012-09-26,41.258486685726844
2012-09-27,41.64725838913046
2012-09-28,41.67021820053259
2012-10-01,41.853504960128774
2012-10-02,41.83486342932844
2012-10-03,41.98975169175632
2012-10-04,42.260680696594015
2012-10-05,42.281455343567316
2012-10-08,42.16040473423453
2012-10-09,41.76798764397778
2012-10-10,41.44589724782633
2012-10-11,41.452619653945355
2012-10-12,41.36575912141829
2012-10-15,41.699560719704316
2012-10-16,42.06044130339586
2012-10-17,42.163006632364144
2012-10-18,42.00198650640026
2012-10-19,41.26028241476189
2012-10-22,41.24436519324541
2012-10-23,40.67551084027449
2012-10-24,40.575565963725296
2012-10-25,40.70562627414551
2012-10-26,40.739646891464844
2012-10-31,40.71733405985445
2012-11-01,41.15245301333176
2012-11-02,40.92842905093923
2012-11-05,41.01007614231343
2012-11-06,41.346480500164624
2012-11-07,40.47943274213499
2012-11-08,39.98903913457923
2012-11-09,40.01702914646028
2012-11-12,40.048588187066876
2012-11-13,39.8937868019355
2012-11-14,39.29103117127614
2012-11-15,39.277059934417274
2012-11-16,39.47344552509027
2012-11-19,40.187745420223735
2012-11-20,40.25418466684267
2012-11-21,40.353110129832146
2012-11-23,40.85661703691731
2012-11-26,40.73199085726773
2012-11-27,40.48311003747902
2012-11-28,40.86434375062043
2012-11-29,41.0102942214949
2012-11-30,41.307402761127534
2012-12-03,41.116707494468166
2012-12-04,41.01759246688545
2012-12-05,41.12854217697922
2012-12-06,41.27751333666993
2012-12-07,41.4065664020203
2012-12-10,41.32985539076599
2012-12-11,41.56203399612905
2012-12-12,41.59318298652806
2012-12-13,41.33546281456492
2012-12-14,41.19777739926644
2012-12-17,41.65535303742095
2012-12-18,42.08167545744471
2012-12-19,41.723510713418214
2012-12-20,41.93519384958115
2012-12-21,41.55139003700374
2012-12-24,41.43253894097651
2012-12-26,41.20035605261775
2012-12-27,41.20003760280464
2012-12-28,40.73082078357482
2012-12-31,41.29934991077085
2013-01-02,42.30148276312319
2013-01-03,42.223439967477276
2013-01-04,42.43728143788748
2013-01-07,42.3261421071548
2013-01-08,42.18746903992848
2013-01-09,42.30085682719155
2013-01-10,42.5953862186377
2013-01-11,42.63412677549676
2013-01-14,42.618766100540405
2013-01-15,42.67672087577813
2013-01-16,42.672692414170385
2013-01-17,42.94338215167511
2013-01-18,43.167846513419924
2013-01-22,43.346093949714565
2013-01-23,43.441693872750285
2013-01-24,43.55958225227863
2013-01-25,43.90299048921139
2013-01-28,43.828793525798275
2013-01-29,44.03045212318581
2013-01-30,43.83319364410128
2013-01-31,44.07782816903488
2013-02-01,44.48760650595597
2013-02-04,44.01964660544988
2013-02-05,44.41074305257749
2013-02-06,44.44859664725725
2013-02-07,44.36487320001634
2013-02-08,44.6391617510231
2013-02-11,44.56261100726966
2013-02-12,44.67093690175008
2013-02-13,44.760803216620346
2013-02-14,44.793481096555276
2013-02-15,44.744042554224706
2013-02-19,45.06041836232519
2013-02-20,44.559481704915086
2013-02-21,44.30500331939794
2013-02-22,44.6800211781174
2013-02-25,43.877147868121504
2013-02-26,44.165546964126484
2013-02-27,44.77898899637947
2013-02-28,44.77850630201274
2013-03-01,44.91485296605511
2013-03-04,45.17121848334921
2013-03-05,45.56985862002943
2013-03-06,45.64001700354258
2013-03-07,45.69157355566281
2013-03-08,45.86740511688078
2013-03-11,45.973227658112464
2013-03-12,45.86589628032494
2013-03-13,45.92675351874658
2013-03-14,46.18241670336997
2013-03-15,46.06832891723821
2013-03-18,45.7395348926702
2013-03-19,45.60787400560369
2013-03-20,45.88343231801814
2013-03-21,45.49922535343469
2013-03-22,45.834045923840264
2013-03-25,45.647477306934896
2013-03-26,45.994714378090244
2013-03-27,45.992051774841904
2013-03-28,46.16792278017156
2013-04-01,45.839949139654294
2013-04-02,46.16260278013515
2013-04-03,45.68359083296439
2013-04-04,45.85101017196663
2013-04-05,45.63563631421866
2013-04-08,45.90094309468949
2013-04-09,46.00897925135585
2013-04-10,46.62049403216634
2013-04-11,46.84247541466252
2013-04-12,46.77901232227785
2013-04-15,45.67600531749738
2013-04-16,46.27791124618059
2013-04-17,45.70499765115219
2013-04-18,45.40361264577949
2013-04-19,45.563420119751974
2013-04-22,45.723995981464384
2013-04-23,46.19816156146338
2013-04-24,46.180252702398384
2013-04-25,46.41095581995072
2013-04-26,46.35734863334664
2013-04-29,46.69295584960882
2013-04-30,46.84416815134242
2013-05-01,46.41202573847021
2013-05-02,46.856449786024314
2013-05-03,47.39187682979044
2013-05-06,47.413086783657135
2013-05-07,47.64305426951983
2013-05-08,47.87583096896801
2013-05-09,47.699627354888534
2013-05-10,47.94745556401941
2013-05-13,48.01692631095655
2013-05-14,48.568678065949676
2013-05-15,48.842821886467185
2013-05-16,48.59218480848158
2013-05-17,49.108952297850834
2013-05-20,49.14338017802492
2013-05-21,49.28532007381509
2013-05-22,48.86379698097133
2013-05-23,48.70184828891704
2013-05-24,48.705189196537404
2013-05-28,49.025212895611475
2013-05-29,48.65217491831766
2013-05-30,48.80596238047744
2013-05-31,48.91165443126731
2013-06-03,49.17509956798676
2013-06-04,48.85916015170192
2013-06-05,48.19781142404441
2013-06-06,48.660918657989576
2013-06-07,49.32457528924653
2013-06-10,49.29899101769139
2013-06-11,48.828519721349146
2013-06-12,48.36390335116107
2013-06-13,49.03762484068258
2013-06-14,48.776882220820184
2013-06-17,49.16052717194267
2013-06-18,49.58013632247245
2013-06-19,48.88726703681538
2013-06-20,47.674350911837635
2013-06-21,47.78794767709467
2013-06-24,47.28883044437778
2013-06-25,47.694767380352964
2013-06-26,48.19155283752703
2013-06-27,48.49434408535414
2013-06-28,48.39802768312924
2013-07-01,48.696102790211675
2013-07-02,48.62775375722815
2013-07-03,48.68814038970651
2013-07-05,49.20602735907382
2013-07-08,49.554400231436176
2013-07-09,49.913149058779524
2013-07-10,49.902605598832665
2013-07-11,50.55527239098581
2013-07-12,50.6926330259593
2013-07-15,50.72386933394544
2013-07-16,50.478862088207826
2013-07-17,50.614480636963414
2013-07-18,50.87492688026822
2013-07-19,51.125120831644146
2013-07-22,51.2480788583315
2013-07-23,51.12626660740148
2013-07-24,50.94855452318736
2013-07-25,51.134422531988264
2013-07-26,51.118207795903935
2013-07-29,50.854774352229065
2013-07-30,50.860197839352004
2013-07-31,50.831169971222714
2013-08-01,51.48293691976643
2013-08-02,51.54951628244573
2013-08-05,51.52610372611104
2013-08-06,51.23132967187101
2013-08-07,51.02054926995012
2013-08-08,51.15431212054653
2013-08-09,51.1004959399039
2013-08-12,50.935204715502586
2013-08-13,51.0672887505548
2013-08-14,50.71505682866095
2013-08-15,50.08806190610462
2013-08-16,49.943536477005686
2013-08-19,49.672097270363786
2013-08-20,49.79906311003905
2013-08-21,49.5718345054683
2013-08-22,50.01348792784264
2013-08-23,50.19980299794412
2013-08-26,50.03003428042373
2013-08-27,49.27335528573412
2013-08-28,49.43360481113013
2013-08-29,49.52348780561609
2013-08-30,49.65452497026565
2013-09-03,49.91985562211976
2013-09-04,50.31138435143359
2013-09-05,50.37780305206718
2013-09-06,50.36757554806321
2013-09-09,50.859255608807395
2013-09-10,51.29819493554488
2013-09-11,51.57557859913823
2013-09-12,51.37472581279783
2013-09-13,51.52225472259009
2013-09-16,51.883999514477914
